pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass,sy_snum,sy_pnum,discoverymethod,pl_bmasse
Kepler-1778 b,Kepler-1778,2021,3.01665969,10.08740044,0.0956,942.0,0.0,6310.0,1.095,1.143,1,1,Transit,9.36
Kepler-1779 b,Kepler-1779,2021,3.03295685,16.34359932,0.1264,730.0,0.0,5730.0,1.056,1.008,1,1,Transit,9.44
Kepler-178 b,Kepler-178,2014,2.9,9.576694,0.085,846.0,0.0,5676.0,1.066,0.852,1,3,Transit,8.75
Kepler-178 c,Kepler-178,2014,2.88,20.552802,0.142,656.0,0.0,5676.0,1.066,0.852,1,3,Transit,8.65
Kepler-178 d,Kepler-178,2014,3.95,96.678988,0.397,392.0,0.0,5676.0,1.066,0.852,1,3,Transit,14.8
Kepler-1783 b,Kepler-1783,2021,1.31946731,8.277440071,0.07595,1088.0,0.0,5129.0,1.781,0.887,1,1,Transit,2.3
Kepler-1784 b,Kepler-1784,2021,2.79936489,13.59049988,0.1072,724.0,0.0,5442.0,0.974,0.887,1,1,Transit,8.24
Kepler-1785 b,Kepler-1785,2021,2.70422447,19.58550072,0.13917,666.0,0.0,5618.0,0.996,0.911,1,1,Transit,7.77
Kepler-1786 b,Kepler-1786,2021,3.16305828,78.5460968,0.35722,501.0,0.0,5808.0,1.397,1.058,1,1,Transit,10.1
Kepler-1787 b,Kepler-1787,2021,2.31898181,39.31370163,0.227,540.0,0.0,6060.0,0.925,1.008,1,1,Transit,5.99
Kepler-1788 b,Kepler-1788,2021,2.37850461,2.800120115,0.0343,956.0,0.0,4786.0,0.704,0.686,1,1,Transit,6.25
Kepler-1789 b,Kepler-1789,2021,2.83137505,80.23190308,0.3543,380.0,0.0,5436.0,0.888,0.92,1,1,Transit,8.4
Kepler-179 b,Kepler-179,2014,1.64,2.735926,0.036,1075.0,0.0,5302.0,0.759,0.893,1,2,Transit,3.33
Kepler-179 c,Kepler-179,2014,2.0,6.40013,0.064,810.0,0.0,5302.0,0.759,0.893,1,2,Transit,4.66
Kepler-1790 b,Kepler-1790,2021,3.1446145,31.58889961,0.20989,682.0,0.0,5866.0,1.367,1.02,1,1,Transit,10.0
Kepler-1791 b,Kepler-1791,2021,3.12103321,7.720860004,0.0761,1021.0,0.0,5887.0,1.177,0.985,1,1,Transit,9.91
Kepler-1792 b,Kepler-1792,2021,2.51990972,4.1957798,0.0488,1047.0,0.0,5229.0,1.005,0.878,1,1,Transit,6.89
Kepler-1794 b,Kepler-1794,2021,1.79426276,9.762980461,0.0821,703.0,0.0,5052.0,0.816,0.773,1,1,Transit,3.87
Kepler-1798 b,Kepler-1798,2021,2.30911251,16.85589981,0.1082,408.0,0.0,3967.0,0.587,0.593,1,1,Transit,5.94
Kepler-18 b,Kepler-18,2011,2.0,3.504725,0.0447,1165.0,0.0,5345.0,1.108,0.972,1,3,Transit,6.9
Kepler-18 c,Kepler-18,2011,5.49,7.64159,0.0752,899.0,0.0,5345.0,1.108,0.972,1,3,Transit,17.3
Kepler-18 d,Kepler-18,2011,6.98,14.85888,0.1172,720.0,0.0,5345.0,1.108,0.972,1,3,Transit,16.4
Kepler-180 b,Kepler-180,2014,1.5,13.817124,0.109,781.0,0.0,5731.0,1.063,0.95,1,2,Transit,2.86
Kepler-1800 b,Kepler-1800,2021,0.99679734,4.562029839,0.05098,1533.0,0.0,5343.0,2.506,1.33,1,1,Transit,0.961
Kepler-1801 b,Kepler-1801,2021,2.70926154,10.44089985,0.0915,829.0,0.0,5738.0,0.981,0.936,1,2,Transit,7.8
Kepler-1802 b,Kepler-1802,2021,1.671,15.45020008,0.0662,581.0,0.0,4245.0,0.637,0.649,1,2,Transit,3.43
Kepler-1802 c,Kepler-1802,2021,2.322,33.13610077,0.1748,357.0,0.0,4245.0,0.637,0.649,1,2,Transit,6.0
Kepler-1804 b,Kepler-1804,2021,1.59615726,12.28849983,0.1017,913.0,0.0,5109.0,1.671,0.929,1,1,Transit,3.18
Kepler-1805 b,Kepler-1805,2021,1.54502915,8.847940445,0.0699,479.0,0.0,3867.0,0.552,0.581,1,1,Transit,3.0
Kepler-1806 b,Kepler-1806,2021,2.35560189,9.033320427,0.0813,729.0,0.0,5311.0,0.788,0.884,1,1,Transit,6.15
Kepler-1807 b,Kepler-1807,2021,2.70393215,10.86060047,0.0988,1108.0,0.0,6455.0,1.496,1.087,1,1,Transit,7.77
Kepler-1808 b,Kepler-1808,2021,3.02511302,23.3404007,0.1467,601.0,0.0,5530.0,0.892,0.773,1,1,Transit,9.4
Kepler-1809 b,Kepler-1809,2021,1.513,3.7572999,0.04444,877.0,0.0,4901.0,0.716,0.807,1,1,Transit,2.9
Kepler-181 b,Kepler-181,2014,1.27,3.137873,0.04,1041.0,0.0,5333.0,0.749,0.81,1,2,Transit,2.15
Kepler-181 c,Kepler-181,2014,1.99,4.302149,0.049,937.0,0.0,5333.0,0.749,0.81,1,2,Transit,4.62
Kepler-1810 b,Kepler-1810,2021,3.91815325,101.1330032,0.4137,380.0,0.0,5492.0,1.016,0.921,1,1,Transit,14.6
Kepler-1811 b,Kepler-1811,2021,3.84829873,76.42230225,0.3462,455.0,0.0,5561.0,1.19,0.946,1,1,Transit,14.1
Kepler-1812 b,Kepler-1812,2021,2.3249424,7.165219784,0.0765,1034.0,0.0,6174.0,1.103,1.162,1,1,Transit,6.01
Kepler-1814 b,Kepler-1814,2021,2.36961357,2.935359955,0.03765,1022.0,0.0,4922.0,0.823,0.79,1,2,Transit,6.21
Kepler-1814 c,Kepler-1814,2023,1.76,0.626281766,0.0133,1711.0,0.0,4922.0,0.823,0.79,1,2,Transit,3.75
Kepler-1815 b,Kepler-1815,2021,2.7489262,12.19139957,0.0984,763.0,0.0,5516.0,0.967,0.856,1,1,Transit,7.99
Kepler-1816 b,Kepler-1816,2021,1.9679397,91.50099945,0.35647,310.0,0.0,5051.0,0.706,0.786,1,1,Transit,4.53
Kepler-1817 b,Kepler-1817,2021,2.27349126,44.29919815,0.2348,463.0,0.0,5316.0,0.915,0.878,1,1,Transit,5.79
Kepler-1818 b,Kepler-1818,2021,1.71360684,4.644909859,0.055,1209.0,0.0,6047.0,1.129,1.021,1,1,Transit,3.58
Kepler-182 c,Kepler-182,2014,3.43,20.684342,0.157,729.0,0.0,6250.0,1.146,1.114,1,2,Transit,11.6
Kepler-1820 b,Kepler-1820,2021,3.11883067,31.03249931,0.1964,561.0,0.0,5841.0,0.931,1.047,1,1,Transit,9.9
Kepler-1821 b,Kepler-1821,2021,2.59248115,16.45809937,0.1244,644.0,0.0,5475.0,0.884,0.946,1,1,Transit,7.24
Kepler-1822 b,Kepler-1822,2021,2.64755943,22.13339996,0.1416,507.0,0.0,5165.0,0.702,0.782,1,1,Transit,7.5
Kepler-1823 b,Kepler-1823,2021,2.0861268,21.10339928,0.15332,718.0,0.0,6000.0,1.126,1.068,1,1,Transit,5.0
Kepler-1824 b,Kepler-1824,2021,2.38127597,95.61100006,0.4267,421.0,0.0,6002.0,1.081,1.135,1,1,Transit,6.26
Kepler-1825 b,Kepler-1825,2021,1.42200732,1.025869966,0.0187,1520.0,0.0,5123.0,0.847,0.828,1,1,Transit,2.61
Kepler-1827 b,Kepler-1827,2021,1.85644292,3.700619936,0.04647,1329.0,0.0,5423.0,1.404,0.915,1,1,Transit,4.1
Kepler-1828 b,Kepler-1828,2021,2.11598626,10.2737999,0.0924,799.0,0.0,5806.0,0.899,0.996,1,1,Transit,5.13
Kepler-183 b,Kepler-183,2014,2.06,5.687945,0.064,1088.0,0.0,5888.0,0.958,0.99,1,2,Transit,4.9
Kepler-183 c,Kepler-183,2014,2.27,11.637071,0.103,857.0,0.0,5888.0,0.958,0.99,1,2,Transit,35.7
Kepler-1830 b,Kepler-1830,2021,3.32992941,56.49330139,0.31769,681.0,0.0,6160.0,2.046,1.443,1,1,Transit,11.1
Kepler-1831 b,Kepler-1831,2021,1.97019818,5.78387022,0.0655,1051.0,0.0,6063.0,1.012,1.117,1,1,Transit,4.54
Kepler-1832 b,Kepler-1832,2021,1.22719556,3.138789892,0.037,1022.0,0.0,5242.0,0.722,0.684,1,1,Transit,2.02
Kepler-1833 b,Kepler-1833,2021,1.30027362,6.892129898,0.07545,1177.0,0.0,6164.0,1.446,1.286,1,1,Transit,2.24
Kepler-1835 b,Kepler-1835,2021,3.53387773,11.96409988,0.0997,808.0,0.0,5903.0,0.961,0.922,1,1,Transit,12.2
Kepler-1836 b,Kepler-1836,2021,2.55303229,5.254169941,0.0602,1093.0,0.0,6123.0,0.987,1.053,1,1,Transit,7.05
Kepler-1838 b,Kepler-1838,2021,1.66049425,12.14680004,0.11082,1097.0,0.0,5877.0,1.963,1.187,1,1,Transit,3.4
Kepler-1839 b,Kepler-1839,2021,1.9493759,5.056759834,0.0583,1049.0,0.0,5926.0,0.939,1.03,1,1,Transit,4.46
Kepler-184 d,Kepler-184,2014,2.49,29.022358,0.179,559.0,0.0,5788.0,0.873,0.872,1,3,Transit,6.76
Kepler-1840 b,Kepler-1840,2021,2.77771129,131.1900024,0.46206,284.0,0.0,4898.0,0.803,0.774,1,1,Transit,8.13
Kepler-1841 b,Kepler-1841,2021,1.48912557,25.88599968,0.1606,542.0,0.0,5190.0,0.899,0.823,1,1,Transit,2.82
Kepler-1842 b,Kepler-1842,2021,2.35388681,14.02639961,0.116,822.0,0.0,5970.0,1.131,1.057,1,1,Transit,6.14
Kepler-1843 b,Kepler-1843,2021,2.70909809,25.54339981,0.17871,772.0,0.0,5422.0,1.782,1.02,1,1,Transit,7.8
Kepler-1844 b,Kepler-1844,2021,3.03648191,3.924510002,0.0478,1074.0,0.0,5776.0,0.849,0.939,1,1,Transit,9.46
Kepler-1845 b,Kepler-1845,2021,2.43836702,11.60649967,0.0885,584.0,0.0,4703.0,0.701,0.686,1,1,Transit,6.52
Kepler-1846 b,Kepler-1846,2021,1.76378826,14.82009983,0.11054,552.0,0.0,4825.0,0.732,0.785,1,1,Transit,3.76
Kepler-1848 b,Kepler-1848,2021,1.4088539,5.604020119,0.05835,774.0,0.0,4847.0,0.737,0.756,1,1,Transit,2.57
Kepler-1849 b,Kepler-1849,2021,2.38685349,57.29290009,0.2597,355.0,0.0,4806.0,0.729,0.709,1,1,Transit,6.29
Kepler-185 b,Kepler-185,2014,1.17,1.6329,0.026,1237.0,0.0,5208.0,0.806,0.763,1,2,Transit,1.71
Kepler-185 c,Kepler-185,2014,2.02,20.729042,0.139,530.0,0.0,5208.0,0.806,0.763,1,2,Transit,4.74
Kepler-1850 b,Kepler-1850,2021,0.72909663,1.385800004,0.0206,1008.0,0.0,4239.0,0.6,0.611,1,1,Transit,0.313
Kepler-1851 b,Kepler-1851,2021,3.90012032,12.02289963,0.1016,776.0,0.0,5982.0,0.879,0.967,1,1,Transit,14.5
Kepler-1852 b,Kepler-1852,2021,1.88610592,7.970940113,0.0762,760.0,0.0,5237.0,0.826,0.927,1,1,Transit,4.22
Kepler-1853 b,Kepler-1853,2021,1.51862272,48.88819885,0.2395,386.0,0.0,4821.0,0.788,0.765,1,1,Transit,2.92
Kepler-1854 b,Kepler-1854,2021,2.58746104,39.83110046,0.20894,420.0,0.0,5026.0,0.759,0.8,1,1,Transit,7.21
Kepler-1855 b,Kepler-1855,2021,1.216205,0.727330983,0.0115,849.0,0.0,3460.0,0.356,0.385,1,1,Transit,1.96
Kepler-1857 b,Kepler-1857,2021,1.96065412,8.94340992,0.08308,946.0,0.0,6074.0,1.005,0.873,1,1,Transit,4.5
Kepler-1859 b,Kepler-1859,2021,1.58313575,2.729599953,0.0394,1455.0,0.0,5887.0,1.235,1.09,1,2,Transit,3.13
Kepler-1859 c,Kepler-1859,2023,1.66,3.59645081,0.0473,1327.0,0.0,5887.0,1.235,1.09,1,2,Transit,3.39
Kepler-186 b,Kepler-186,2014,1.07,3.8867907,0.0343,571.0,0.0,3788.0,0.472,0.478,1,5,Transit,1.24
Kepler-186 c,Kepler-186,2014,1.25,7.267302,0.0451,464.0,0.0,3788.0,0.472,0.478,1,5,Transit,2.1
Kepler-186 e,Kepler-186,2014,1.27,22.407704,0.11,319.0,0.0,3788.0,0.472,0.478,1,5,Transit,2.15
Kepler-186 f,Kepler-186,2014,1.17,129.9441,0.432,177.0,0.04,3755.0,0.523,0.544,1,5,Transit,1.71
Kepler-1860 b,Kepler-1860,2021,1.13863767,12.73719978,0.10625,697.0,0.0,5420.0,0.868,0.874,1,1,Transit,1.55
Kepler-1861 b,Kepler-1861,2021,2.20677414,40.0306015,0.24082,617.0,0.0,5855.0,1.373,1.161,1,1,Transit,5.5
Kepler-1862 b,Kepler-1862,2021,2.203,16.05730057,0.1199,645.0,0.0,5644.0,0.806,0.9,1,1,Transit,5.49
Kepler-1864 b,Kepler-1864,2021,0.75408365,3.881510019,0.049,1156.0,0.0,5854.0,0.979,1.03,1,1,Transit,0.353
Kepler-1865 b,Kepler-1865,2021,1.57686072,2.524009943,0.0344,1203.0,0.0,5420.0,0.871,0.849,1,1,Transit,3.11
Kepler-1866 b,Kepler-1866,2021,2.08215108,11.66009998,0.1016,834.0,0.0,5791.0,1.083,1.03,1,1,Transit,4.99
Kepler-1867 b,Kepler-1867,2021,1.15985997,9.887359619,0.0872,768.0,0.0,5693.0,0.816,0.911,1,1,Transit,1.65
Kepler-1868 b,Kepler-1868,2021,3.14950109,211.0339966,0.62348,215.0,0.0,4658.0,0.686,0.743,1,1,Transit,10.1
Kepler-1869 b,Kepler-1869,2021,1.11955354,8.167360306,0.07976,865.0,0.0,5808.0,0.902,0.987,1,2,Transit,1.46
Kepler-187 b,Kepler-187,2014,1.41,4.938864,0.059,1244.0,0.0,6105.0,1.287,1.081,1,2,Transit,2.57
Kepler-187 c,Kepler-187,2014,2.67,10.640263,0.099,963.0,0.0,6105.0,1.287,1.081,1,2,Transit,7.61
Kepler-1870 b,Kepler-1870,2021,2.10143764,3.606940031,0.0452,1046.0,0.0,5508.0,0.84,0.955,1,1,Transit,5.07
Kepler-1871 b,Kepler-1871,2021,2.42172881,1.952700019,0.0308,1403.0,0.0,5741.0,0.946,1.02,1,1,Transit,6.44
Kepler-1872 b,Kepler-1872,2021,2.38421141,3.825910091,0.0465,1005.0,0.0,5223.0,0.885,0.913,1,1,Transit,6.28
Kepler-1873 b,Kepler-1873,2021,1.62573811,0.558842003,0.0128,1787.0,0.0,5151.0,0.792,0.903,1,1,Transit,3.28
Kepler-1874 b,Kepler-1874,2021,2.21110724,56.57320023,0.2633,356.0,0.0,4701.0,0.775,0.758,1,1,Transit,5.52
Kepler-1876 b,Kepler-1876,2021,0.853,6.99205,0.0758,1299.0,0.098,6104.0,1.477,1.187,1,1,Transit,2.4
Kepler-1877 b,Kepler-1877,2021,0.624086,2.377569914,0.03472,1278.0,0.0,5615.0,0.936,1.022,1,1,Transit,0.179
Kepler-1878 b,Kepler-1878,2021,2.92019781,4.445879936,0.0521,1063.0,0.0,5918.0,0.865,0.956,1,1,Transit,8.86
Kepler-1879 b,Kepler-1879,2021,2.06512018,10.61340046,0.0957,987.0,0.0,5865.0,1.388,1.023,1,1,Transit,4.92
Kepler-188 b,Kepler-188,2014,1.68,2.061897,0.032,1463.0,0.0,6021.0,1.141,1.021,1,2,Transit,3.46
Kepler-188 c,Kepler-188,2014,3.19,5.996553,0.066,1025.0,0.0,6021.0,1.141,1.021,1,2,Transit,10.3
Kepler-1880 b,Kepler-1880,2021,2.11686218,6.309219837,0.054,606.0,0.0,4380.0,0.53,0.524,1,1,Transit,5.13
Kepler-1883 b,Kepler-1883,2021,3.25107395,103.427002,0.4438,416.0,0.0,6208.0,1.024,1.086,1,1,Transit,10.6
Kepler-1884 b,Kepler-1884,2021,1.81406781,8.988320351,0.0845,864.0,0.0,5984.0,0.906,0.993,1,1,Transit,3.95
Kepler-1886 b,Kepler-1886,2021,2.58158428,24.2758007,0.16,580.0,0.0,5745.0,0.837,0.928,1,1,Transit,7.18
Kepler-1887 b,Kepler-1887,2021,2.92454357,19.94750023,0.1421,625.0,0.0,5749.0,0.864,0.961,1,1,Transit,8.88
Kepler-1888 b,Kepler-1888,2021,1.32578716,11.39169979,0.0956,886.0,0.0,5557.0,1.249,0.897,1,1,Transit,2.32
Kepler-1889 b,Kepler-1889,2021,2.94360686,37.30369949,0.2082,493.0,0.0,5646.0,0.817,0.864,1,1,Transit,8.98
Kepler-189 b,Kepler-189,2014,1.21,10.399931,0.088,678.0,0.0,5235.0,0.75,0.803,1,2,Transit,1.92
Kepler-189 c,Kepler-189,2014,2.38,20.134866,0.137,544.0,0.0,5235.0,0.75,0.803,1,2,Transit,22.7
Kepler-1890 b,Kepler-1890,2021,0.86867375,4.820590019,0.05712,1328.0,0.0,6046.0,1.396,1.024,1,1,Transit,0.587
Kepler-1892 b,Kepler-1892,2021,1.83707938,6.331230164,0.0633,822.0,0.0,5383.0,0.759,0.851,1,1,Transit,4.03
Kepler-1894 b,Kepler-1894,2021,1.20117759,2.762660027,0.0385,1231.0,0.0,5772.0,0.901,0.999,1,2,Transit,1.87
Kepler-1896 b,Kepler-1896,2021,3.09935997,44.87020111,0.2529,536.0,0.0,6122.0,0.996,1.07,1,1,Transit,9.8
Kepler-1897 b,Kepler-1897,2021,2.81407954,24.22030067,0.1546,505.0,0.0,5165.0,0.761,0.859,1,1,Transit,8.32
Kepler-1898 b,Kepler-1898,2021,0.93353523,4.765620232,0.05063,1167.0,0.0,5702.0,1.125,0.837,1,1,Transit,0.76
Kepler-1899 b,Kepler-1899,2021,1.55098292,4.095779896,0.0457,851.0,0.0,4791.0,0.742,0.759,1,1,Transit,3.02
Kepler-19 b,Kepler-19,2011,2.209,9.28699,0.0846,851.0,0.41,5541.0,0.859,0.936,1,3,Transit,6.1
Kepler-19 c,Kepler-19,2011,3.68,28.731,0.1765736996,589.64,0.21,5544.0,0.859,0.936,1,3,Transit Timing Variations,13.1
Kepler-19 d,Kepler-19,2017,5.06,62.95,0.099815,751.0,0.05,5544.0,0.859,0.936,1,3,Radial Velocity,22.5
Kepler-190 b,Kepler-190,2014,1.56,2.019999,0.03,1166.0,0.0,5106.0,0.795,0.834,1,2,Transit,3.05
Kepler-190 c,Kepler-190,2014,1.46,3.763024,0.045,948.0,0.0,5106.0,0.795,0.834,1,2,Transit,2.73
Kepler-1900 b,Kepler-1900,2021,1.62314676,2.986229897,0.042,1356.0,0.0,6173.0,1.041,1.104,1,1,Transit,3.27
Kepler-1901 b,Kepler-1901,2021,1.47418907,3.484129906,0.0453,1132.0,0.0,5696.0,0.921,1.022,1,1,Transit,2.77
Kepler-1902 b,Kepler-1902,2021,1.17563613,3.822220087,0.0385,601.0,0.0,3729.0,0.514,0.52,1,1,Transit,1.74
Kepler-1903 b,Kepler-1903,2021,2.28642395,17.0678997,0.1321,769.0,0.0,6347.0,0.996,1.053,1,1,Transit,5.85
Kepler-1904 b,Kepler-1904,2021,1.3904994,4.577020168,0.0436,567.0,0.0,3805.0,0.497,0.526,1,1,Transit,2.51
Kepler-1905 b,Kepler-1905,2021,1.4460734,3.42392993,0.0451,1212.0,0.0,5788.0,1.015,1.038,1,1,Transit,2.69
Kepler-1906 b,Kepler-1906,2021,2.77615754,7.362689972,0.0738,901.0,0.0,5868.0,0.894,0.987,1,1,Transit,8.13
Kepler-1907 c,Kepler-1907,2021,1.15547044,14.86390018,0.10371,620.0,0.0,5159.0,0.8,0.752,1,2,Transit,1.63
Kepler-191 b,Kepler-191,2014,1.34,9.939632,0.087,722.0,0.0,5282.0,0.789,0.857,1,3,Transit,2.36
Kepler-191 c,Kepler-191,2014,1.86,17.738506,0.128,596.0,0.0,5282.0,0.789,0.857,1,3,Transit,4.12
Kepler-191 d,Kepler-191,2016,2.28,5.945041017,0.06104,857.0,0.0,5215.0,0.8,0.84,1,3,Transit,5.82
Kepler-1911 b,Kepler-1911,2021,1.011,5.990799904,0.0636,987.0,0.0,5721.0,0.972,0.954,1,1,Transit,1.01
Kepler-1912 b,Kepler-1912,2021,1.35670508,6.059219837,0.06489,976.0,0.0,5734.0,0.962,0.977,1,1,Transit,2.41
Kepler-1913 b,Kepler-1913,2021,1.51852059,14.1960001,0.1209,818.0,0.0,6214.0,1.076,1.169,1,1,Transit,2.92
Kepler-1914 b,Kepler-1914,2021,2.9429803,30.82789993,0.1954,585.0,0.0,5982.0,0.96,1.047,1,1,Transit,8.97
Kepler-1915 b,Kepler-1915,2021,3.21798413,13.83539963,0.114,809.0,0.0,6020.0,1.057,1.03,1,1,Transit,10.4
Kepler-1916 b,Kepler-1916,2021,2.61757235,31.25429916,0.2053,635.0,0.0,6246.0,1.092,1.18,1,1,Transit,7.35
Kepler-1917 b,Kepler-1917,2021,1.88971288,12.90240002,0.103,675.0,0.0,5530.0,0.788,0.882,1,1,Transit,4.23
Kepler-1918 b,Kepler-1918,2021,2.29763023,47.0564003,0.2524,497.0,0.0,5889.0,0.924,0.967,1,1,Transit,5.89
Kepler-1919 b,Kepler-1919,2021,2.62390658,37.88660049,0.2107,479.0,0.0,5513.0,0.818,0.868,1,1,Transit,7.38
Kepler-192 b,Kepler-192,2014,2.74,9.926746,0.09,803.0,0.0,5479.0,1.007,1.028,1,3,Transit,7.95
Kepler-192 d,Kepler-192,2016,1.02,6.47027579,0.0686,926.0,0.0,5487.0,0.94,0.94,1,3,Transit,1.04
Kepler-1920 b,Kepler-1920,2021,2.95415848,30.2541008,0.2043,660.0,0.0,6277.0,1.161,1.239,1,1,Transit,9.03
Kepler-1921 c,Kepler-1921,2023,1.41,3.15722086,0.0454,1791.0,0.0,6120.0,2.0,1.251,1,2,Transit,2.57
Kepler-1922 b,Kepler-1922,2021,2.29064904,13.22259998,0.1077,740.0,0.0,5931.0,0.863,0.953,1,1,Transit,5.86
Kepler-1923 b,Kepler-1923,2021,1.95958179,52.60969925,0.2846,553.0,0.0,5881.0,1.294,1.109,1,1,Transit,4.5
Kepler-1925 b,Kepler-1925,2021,3.00177922,46.71640015,0.2588,531.0,0.0,5856.0,1.092,1.057,1,1,Transit,9.28
Kepler-1927 b,Kepler-1927,2021,3.40627075,73.75039673,0.38733,677.0,0.0,6056.0,2.481,1.408,1,1,Transit,11.5
Kepler-1928 b,Kepler-1928,2021,1.992,19.57783,0.194,621.0,0.43,5720.0,0.92,1.01,1,1,Transit,4.63
Kepler-1929 b,Kepler-1929,2021,3.07250761,59.36249924,0.30883,566.0,0.0,5786.0,1.471,1.006,1,1,Transit,9.65
Kepler-193 c,Kepler-193,2014,2.75,50.697494,0.286,595.0,0.0,6335.0,1.147,1.051,1,2,Transit,8.0
Kepler-1930 b,Kepler-1930,2021,1.52955541,13.02680016,0.10233,643.0,0.0,5083.0,0.844,0.844,1,1,Transit,2.95
Kepler-1931 b,Kepler-1931,2021,2.65323514,38.5760994,0.23329,619.0,0.0,6167.0,1.221,1.174,1,1,Transit,7.53
Kepler-1932 b,Kepler-1932,2021,1.51482218,0.524177015,0.0123,1891.0,0.0,5278.0,0.815,0.911,1,1,Transit,2.91
Kepler-1934 b,Kepler-1934,2021,0.91307734,1.419759989,0.02466,1700.0,0.0,5925.0,1.035,0.968,1,1,Transit,0.702
Kepler-1935 b,Kepler-1935,2021,2.50271696,3.951400042,0.0463,1083.0,0.0,5570.0,0.899,0.845,1,1,Transit,6.82
Kepler-1936 b,Kepler-1936,2021,3.16615594,126.5569992,0.52662,524.0,0.0,6501.0,1.854,1.419,1,1,Transit,10.2
Kepler-1938 b,Kepler-1938,2021,1.82828927,13.06260014,0.0938,527.0,0.0,4522.0,0.655,0.646,1,1,Transit,4.0
Kepler-1939 b,Kepler-1939,2021,1.16480773,2.790659904,0.0334,816.0,0.0,4353.0,0.603,0.648,1,1,Transit,1.68
Kepler-194 b,Kepler-194,2014,1.51,2.092281,0.032,1648.0,0.0,6089.0,1.025,0.94,1,3,Transit,2.89
Kepler-194 c,Kepler-194,2014,2.59,17.308032,0.131,815.0,0.0,6089.0,1.025,0.94,1,3,Transit,7.22
Kepler-194 d,Kepler-194,2014,2.4,52.814973,0.275,562.0,0.0,6089.0,1.025,0.94,1,3,Transit,6.35
Kepler-1940 b,Kepler-1940,2021,1.54732469,4.950610161,0.0525,885.0,0.0,5431.0,0.717,0.802,1,1,Transit,3.01
Kepler-1941 b,Kepler-1941,2021,2.64976949,31.33510017,0.2054,666.0,0.0,6404.0,1.142,1.175,1,1,Transit,7.51
Kepler-1942 b,Kepler-1942,2021,2.1170287,4.626049995,0.0516,1012.0,0.0,5834.0,0.797,0.852,1,1,Transit,5.13
Kepler-1943 b,Kepler-1943,2021,1.54869189,4.850180149,0.05975,1098.0,0.0,6032.0,0.973,1.055,1,1,Transit,3.02
Kepler-1944 b,Kepler-1944,2021,2.75971163,9.842579842,0.0918,801.0,0.0,5585.0,0.972,1.064,1,1,Transit,8.05
Kepler-1945 b,Kepler-1945,2021,1.289,6.080039978,0.0597,808.0,0.0,4991.0,0.804,0.767,1,1,Transit,2.21
Kepler-1946 b,Kepler-1946,2021,2.48812698,3.035190105,0.0394,1143.0,0.0,5505.0,0.873,0.887,1,1,Transit,6.75
Kepler-1947 b,Kepler-1947,2021,1.0101666,6.963630199,0.07375,1298.0,0.0,6040.0,1.686,0.984,1,1,Transit,1.01
Kepler-1948 b,Kepler-1948,2021,1.03283226,15.57129955,0.1022,399.0,0.0,3872.0,0.557,0.585,1,1,Transit,1.09
Kepler-1949 b,Kepler-1949,2021,2.21964541,2.208280087,0.0352,1709.0,0.0,6028.0,1.454,1.194,1,1,Transit,5.56
Kepler-195 b,Kepler-195,2014,2.03,8.307872,0.077,751.0,0.0,5329.0,0.775,0.867,1,2,Transit,4.78
Kepler-195 c,Kepler-195,2014,1.55,34.096863,0.197,469.0,0.0,5329.0,0.775,0.867,1,2,Transit,3.02
Kepler-1950 b,Kepler-1950,2021,1.52696349,10.77690029,0.0871,752.0,0.0,5455.0,0.852,0.759,1,1,Transit,2.95
Kepler-1951 b,Kepler-1951,2021,2.32107188,20.65780067,0.1435,728.0,0.0,5468.0,1.306,0.923,1,1,Transit,6.0
Kepler-1952 b,Kepler-1952,2021,1.23923346,27.21080017,0.1724,725.0,0.0,5973.0,1.305,0.922,1,1,Transit,2.07
Kepler-1953 b,Kepler-1953,2021,1.28574667,6.245659828,0.0607,731.0,0.0,4858.0,0.707,0.786,1,1,Transit,2.2
Kepler-1954 b,Kepler-1954,2021,1.80235934,5.883430004,0.0625,949.0,0.0,5840.0,0.849,0.942,1,1,Transit,3.9
Kepler-1956 b,Kepler-1956,2021,1.08940238,5.943719864,0.0563,674.0,0.0,4391.0,0.682,0.671,1,1,Transit,1.32
Kepler-1957 b,Kepler-1957,2021,0.94374867,2.186619997,0.0299,1099.0,0.0,4904.0,0.772,0.745,1,1,Transit,0.79
Kepler-1958 b,Kepler-1958,2021,2.05124311,9.328619957,0.0856,806.0,0.0,5749.0,0.864,0.961,1,1,Transit,4.86
Kepler-1959 b,Kepler-1959,2021,1.14315727,6.38669014,0.0617,811.0,0.0,5071.0,0.811,0.768,1,1,Transit,1.57
Kepler-196 c,Kepler-196,2014,2.24,47.427737,0.24,407.0,0.0,5128.0,0.782,0.839,1,3,Transit,5.65
Kepler-196 d,Kepler-196,2021,2.66065673,122.0800018,0.4545,297.0,0.0,5132.0,0.77,0.805,1,3,Transit,7.56
Kepler-1960 b,Kepler-1960,2021,1.30749704,2.297940016,0.0354,1547.0,0.0,6371.0,1.072,1.117,1,1,Transit,2.26
Kepler-1961 b,Kepler-1961,2021,1.6187808,5.604710102,0.0588,866.0,0.0,5401.0,0.777,0.871,1,1,Transit,3.25
Kepler-1962 b,Kepler-1962,2021,1.21463929,7.991459846,0.0783,901.0,0.0,5700.0,1.006,1.003,1,1,Transit,1.95
